age,stem_interest_score,creativity_score,social_skills_score,analytical_skills_score,problem_solving_score,technical_aptitude_score,communication_score,annual_salary_expectation,job_growth_interest,leadership_potential_score,work_life_balance_score,global_mobility_score,education_level_Associate Degree,education_level_Bachelor's,education_level_High School,education_level_Master's,education_level_PhD,education_level_Professional Degree,gender_Female,gender_Male,gender_Non-Binary,gender_Prefer Not to Say,career_category_Arts and Performance,career_category_Business,career_category_Creative,career_category_Culinary and Hospitality,career_category_Education,career_category_Engineering,career_category_Finance and Economics,career_category_Healthcare,career_category_Media and Communication,career_category_Science,career_category_Social Sciences,career_category_Technology,work_environment_preference_Flexible,work_environment_preference_Hybrid,work_environment_preference_On-site,work_environment_preference_Remote,work_environment_preference_Travel-based,specific_career
0.11725287773479233,-0.7144705810980816,0.627350649602416,1.209081378313655,1.6955770401192716,0.09802576741865177,-0.051053644040376205,0.2662642559566843,0.2052943980149418,-0.7131257838177045,-0.8174936739253873,-0.28816783964559045,-0.8522320206962755,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Podcast Producer
0.34415733392210285,-0.2638394943051726,-0.6442064099842977,1.1073047097546656,2.048760239522796,0.14837284878416362,0.9495077286274589,0.3682362820588555,0.1972069776800822,1.2978407691912954,0.7627952851172349,-1.1596018217814659,-0.5027724609239171,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Media Strategist
1.705584071045966,0.33700195475203937,1.0342489086701645,-0.21579198151219722,-0.5748863846176712,0.047678686053139886,-0.2511659185739432,-1.5182462008313122,-0.08941843374035689,0.29235749268679545,-1.0214019267050805,0.7370486099260277,-0.40292687241752906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Environmental Engineer
0.11725287773479233,1.7890354566403015,0.627350649602416,-2.556655358368954,-1.2307980406527879,-1.8655104058363114,-0.8515027421746443,-0.2435958745541719,0.23469850134104472,0.5569583549248218,2.5469924969395503,1.0446135447975131,0.34591504138038165,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Forensic Scientist
0.5710617901094134,-0.31390961505994025,1.4920094501213814,0.49664469840072883,1.1910296123999509,-0.25440380213993136,-0.1511097813071597,2.5606348432555373,0.16790622796848229,-0.395604749132073,-0.05283772600153783,1.3009176571904177,-1.451305551734604,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Museum Educator
0.6845140182030687,-1.9161534792125055,1.085111191053633,2.074183061065065,-0.9280695840211955,1.5077440456529843,0.24911476775997432,-0.906414044218285,-0.9358845365199102,-2.3536511296934677,0.8647494115070815,2.0185691718905505,-0.40292687241752906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Policy Analyst
0.797966246296724,0.387072075506807,0.627350649602416,0.0895380241647711,-0.17124844244221468,0.047678686053139886,-2.302316732543005,1.9488026866425097,0.04419195140839372,-2.5124116470362834,-1.7350808114340066,1.1983960122332558,0.8451429839123221,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Opera Singer
-1.697982771763692,-0.31390961505994025,2.000632273956067,0.34397969556224467,1.443303326259611,1.0546203133633774,-1.4018114971419535,0.011334190701256183,-1.1528754501689544,0.5569583549248218,-0.9194478003152339,-1.057080176824304,-1.7009195230005743,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Graphic Designer
0.23070510582844758,1.0880537660735543,0.2713146729181362,-0.5720103214686603,-1.331707526196652,0.5008024183427467,-0.7514466049078607,-0.2435958745541719,-0.32607237254859645,-0.2368442317892572,1.119634727481698,-0.18564619468842866,-0.4528496666707231,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Dentist
0.797966246296724,1.3884744906021602,0.7799374967528218,0.9037513726366866,-0.42352215630187495,1.5077440456529843,0.6993673854605001,0.16429222985451303,-0.7323554311598814,1.615361803876927,1.119634727481698,2.0698299943691314,-1.1517687862154398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Video Game Designer
